Date,strategy_nav,baseline_nav
2023-02-02,1.0068497573118562,1.0107135246019623
2023-02-03,0.9939376607174892,0.9992284882102628
2023-02-06,0.9829940020989403,0.9924509555825138
2023-02-07,0.9920608934159264,1.001182067127212
2023-02-08,0.9838845252790483,0.9929127613867953
2023-02-09,0.975323436890305,0.9844572755677815
2023-02-10,0.9776576935797939,0.9877265872192464
2023-02-13,0.9914459439329903,0.9978692745039643
2023-02-14,0.9875723511830851,0.9971002645373601
2023-02-15,0.9882646381395573,1.0045639824707038
2023-02-16,0.9699781236664006,0.9934298009071715
2023-02-17,0.9661554295149618,0.9911816689547616
2023-02-21,0.9434007813116042,0.9707529029264964
2023-02-22,0.9404407773571641,0.9697055680133109
2023-02-23,0.9458491164153556,0.973514295553467
2023-02-24,0.9304334084713075,0.9650960140795577
2023-02-27,0.9315554827648013,0.9664460046385818
2023-02-28,0.9321386429244237,0.9637372870530945
2023-03-01,0.9315547223883418,0.9614276855284501
2023-03-02,0.9417894258395614,0.9693546267432461
2023-03-03,0.9564592030773468,0.9822783951500565
2023-03-06,0.9509595087261321,0.978840522233684
2023-03-07,0.9369582723903546,0.9641305817285118
2023-03-08,0.9389919171636115,0.966363731430505
2023-03-09,0.9256119127316367,0.9471711204482901
2023-03-10,0.909520409172109,0.9274967992907241
2023-03-13,0.9049863168031015,0.9209264070793332
2023-03-14,0.920906276688438,0.9341366057763945
2023-03-15,0.9130250068014523,0.9214576571435902
2023-03-16,0.9366133702270988,0.9348122078789289
2023-03-17,0.9240071100089604,0.920078164083139
2023-03-20,0.9348649012850995,0.9319744802771531
2023-03-21,0.9452693187463107,0.9447162133106831
2023-03-22,0.9281548037524089,0.9247776700010566
2023-03-23,0.9359031525490534,0.9219472631271871
2023-03-24,0.940917389337914,0.9285850533739552
2023-03-27,0.9442875260275686,0.9342509615169973
2023-03-28,0.9445772345180212,0.9356359533015569
2023-03-29,0.9571294503620466,0.9496189404285853
2023-03-30,0.9600416899864518,0.9544272397899108
2023-03-31,0.9742179976812281,0.9690008095607727
2023-04-03,0.9704654696679879,0.9696671343132607
2023-04-04,0.9645461141917863,0.9599712701278309
2023-04-05,0.9609791610724356,0.9571617544907284
2023-04-06,0.9623699692720851,0.957785352242531
2023-04-10,0.9681163565546654,0.964487216622674
2023-04-11,0.9716308683206769,0.9702425498415522
2023-04-12,0.9696030894682125,0.9660202024898086
2023-04-13,0.9803115592055459,0.9736640402043039
2023-04-14,0.9742996770380759,0.969747674888613
2023-04-17,0.97318975458936,0.9759945048541263
2023-04-18,0.9726195101774635,0.9773113028479793
2023-04-19,0.9812522688128514,0.9761134103956969
2023-04-20,0.9730177198333695,0.9708042170912274
2023-04-21,0.9740867794773777,0.9705512174641541
2023-04-24,0.9748030230119137,0.971942520518114
2023-04-25,0.9579372780525276,0.9555984132282588
2023-04-26,0.9513988064654207,0.9472250649085997
2023-04-27,0.9620772387905182,0.9628812202817371
2023-04-28,0.9733746007354337,0.9726594087140485
2023-05-01,0.9761927594148483,0.9725429786656816
2023-05-02,0.9640651103444791,0.9590782719320649
2023-05-03,0.9443876468829171,0.9541795618443717
2023-05-04,0.9401184914126652,0.9468626751487432
2023-05-05,0.9520916359680324,0.9640276172830058
2023-05-08,0.9498442105115653,0.9636726853557099
2023-05-09,0.9437552569914213,0.9609719825405796
2023-05-10,0.9492010891271384,0.9616146966411349
2023-05-11,0.9451982424851728,0.9572672740223311
2023-05-12,0.9415000793406346,0.9569657547864499
2023-05-15,0.9470605976459068,0.962987722566839
2023-05-16,0.9383125197357725,0.9498140191891995
2023-05-17,0.9515264005460694,0.9624451329260848
2023-05-18,0.9608510932649551,0.9704661654741368
2023-05-19,0.9621322870058459,0.9673242048769402
2023-05-22,0.9675582460908978,0.9694185079512444
2023-05-23,0.9564778987513356,0.9593248386560551
2023-05-24,0.9383214240634319,0.9494427055995792
2023-05-25,0.951487883257802,0.9505452746122264
2023-05-26,0.9665767562898511,0.9586631659612295
2023-05-30,0.9635842782175684,0.9576877369685898
2023-05-31,0.9481376624960918,0.9503363694272945
2023-06-01,0.9524138854879495,0.9583089106025445
2023-06-02,0.9788208245718365,0.9783901460908097
2023-06-05,0.9718524990290459,0.9747664790092614
2023-06-06,0.9766720590517778,0.9805479322869416
2023-06-07,0.9769162297394922,0.9870489916831657
2023-06-08,0.9793855319806893,0.9897811092184267
2023-06-09,0.985892687436067,0.9881376658850143
2023-06-12,0.9980428420508847,0.9947241230483271
2023-06-13,1.0049670942882887,1.0044636737134853
2023-06-14,1.0048174096943763,1.0031127503951156
2023-06-15,1.0187545831008937,1.0156382765023309
2023-06-16,1.018252182292367,1.0141925129806983
2023-06-20,1.0046070326794831,1.0052036784525624
2023-06-21,0.9931025926406755,1.0044536229965464
2023-06-22,0.9900637731619404,1.0011620538724606
2023-06-23,0.9855176584177262,0.9927855486898088
2023-06-26,0.9844955040514908,0.998081693034055
2023-06-27,0.9888028794259656,1.010919602068226
2023-06-28,0.9833140202682598,1.009971702172331
2023-06-29,0.9918889325218663,1.0172710338286917
2023-06-30,1.0036615788008114,1.0267159422225687
2023-07-03,1.0058156068891426,1.0303347297925154
2023-07-05,1.0035894852991425,1.0262542326788424
2023-07-06,0.9949721189890912,1.0174729046118547
2023-07-07,0.99314331778263,1.0197465800506362
2023-07-10,0.9987653025093438,1.0290120234226645
2023-07-11,1.0096274873095015,1.040235823986154
2023-07-12,1.0156727539932546,1.0446480959479227
2023-07-13,1.021564715309918,1.0514170176214526
2023-07-14,1.0233252032808489,1.0458532111029664
2023-07-17,1.0254447060878336,1.0481979662570793
2023-07-18,1.036361139956149,1.054722035456787
2023-07-19,1.0399682853872771,1.060333699181447
2023-07-20,1.0401366410157546,1.0591124469457622
2023-07-21,1.0509418259577639,1.0610171016929044
2023-07-24,1.0459836992208433,1.063230651443026
2023-07-25,1.0534627087541435,1.0650585484397004
2023-07-26,1.0535532368002007,1.0666771066288279
2023-07-27,1.0506886255217143,1.0579806421774232
2023-07-28,1.0563981910759395,1.0644429464702165
2023-07-31,1.0563630573527691,1.0686650027350078
2023-08-01,1.0562371375923183,1.0657536080711123
2023-08-02,1.0520674881351875,1.0560465664327683
2023-08-03,1.0478269010081207,1.052620563117025
2023-08-04,1.0429087599919906,1.0467348654835757
2023-08-07,1.051699355419623,1.0558571861702728
2023-08-08,1.0410816778693137,1.0495509996811003
2023-08-09,1.0329438595656892,1.046362611322676
2023-08-10,1.031794671706451,1.0459612828108957
2023-08-11,1.0277654799831515,1.0459472323158403
2023-08-14,1.0330202914246582,1.046624877939456
2023-08-15,1.0185512261187306,1.0330038198997362
2023-08-16,1.0110814327172397,1.0264031465668473
2023-08-17,1.0041543801243327,1.0175863096276472
2023-08-18,0.9984383331884099,1.019603592322454
2023-08-21,1.0025097383629502,1.0202497815143357
2023-08-22,0.9991950321276499,1.017348636946981
2023-08-23,1.0111336917236413,1.026680110706031
2023-08-24,0.9942769057660172,1.016191920821907
2023-08-25,1.0029234989149531,1.0218933018805367
2023-08-28,1.0105106140675564,1.0290374152822204
2023-08-29,1.0243364224827989,1.0415093905776716
2023-08-30,1.0270460862679591,1.0450626206663027
2023-08-31,1.0259118859049399,1.0420818519772863
2023-09-01,1.0348565070017994,1.0457353178269062
2023-09-05,1.0239924723170932,1.0348168643431972
2023-09-06,1.0211769923196543,1.0323368195637515
2023-09-07,1.0163657895523246,1.0291985134548136
2023-09-08,1.0132067142370804,1.0300909913388443
2023-09-11,1.017185541024286,1.0330074691409752
2023-09-12,1.0053079265546354,1.0305708496231827
2023-09-13,1.004024114312261,1.0275357605440223
2023-09-14,1.0122745378384743,1.039003221067641
2023-09-15,0.9962227154475476,1.029734760242488
2023-09-18,0.9966905660255795,1.0282031854081877
2023-09-19,0.9948844812604228,1.0257046925957176
2023-09-20,0.9899079670622202,1.0211656841977768
2023-09-21,0.9696752366999329,1.0038622739185712
2023-09-22,0.9671237600692092,1.000462025360004
2023-09-25,0.9693423756051632,1.0031848698725252
2023-09-26,0.9600918408179604,0.9891939901911639
2023-09-27,0.9619881718728733,0.9906733153248287
2023-09-28,0.9619479947822512,0.9977269413601032
2023-09-29,0.9624077459341432,0.9947060788615169
2023-10-02,0.9525260178660038,0.9841688297915238
2023-10-03,0.9374058145691883,0.9717900437895294
2023-10-04,0.9443192576531397,0.9781519762707875
2023-10-05,0.9380540756155491,0.9753787105550501
2023-10-06,0.9486137759704008,0.9847861155199225
2023-10-09,0.954838574119038,0.992619476096751
2023-10-10,0.9655068351975282,1.0005744293710865
2023-10-11,0.9703522418687892,1.00257506522582
2023-10-12,0.9589582605948539,0.9896566177805612
2023-10-13,0.9562851258699879,0.9871350473527266
2023-10-16,0.9693408245470758,0.999524178213943
2023-10-17,0.9739490666982806,1.004138062025936
2023-10-18,0.9625179174084972,0.9880154898423616
2023-10-19,0.9556785826665651,0.9764350673406982
2023-10-20,0.9487813703428306,0.9646945287686939
2023-10-23,0.9437182425921669,0.959726992345796
2023-10-24,0.9520302716674017,0.9672426012788934
2023-10-25,0.9372358276474517,0.9554898642939472
2023-10-26,0.9400547382230292,0.9537203581480836
2023-10-27,0.9293020371970365,0.9437579347620834
2023-10-30,0.9412818244091206,0.9509010544970595
2023-10-31,0.9524947380753586,0.959986286410344
2023-11-01,0.9678007094389739,0.964833729587868
2023-11-02,0.9856908950136481,0.9867530638940436
2023-11-03,1.0059778521796288,1.0030150184494824
2023-11-06,0.9985711231935713,0.9981858414927613
2023-11-07,1.0047610588619182,0.9979331697011004
2023-11-08,1.0040222981577054,0.9959530273954762
2023-11-09,0.9926251820137906,0.9875166544272173
2023-11-10,1.0080488378847021,0.9991850709025085
2023-11-13,1.004683153018538,0.9982081239201256
2023-11-14,1.032223549707326,1.026413209071262
2023-11-15,1.0324385993383507,1.0303187585379288
2023-11-16,1.0407973259648962,1.027318703937522
2023-11-17,1.0421577071492591,1.0324391040144092
2023-11-20,1.0478541015924079,1.0372113715420568
2023-11-21,1.0521651610130283,1.0356624731640638
2023-11-22,1.0615268795094823,1.040737335648368
2023-11-24,1.0657842898687668,1.044391747202866
2023-11-27,1.0654278355594322,1.0423189046400485
2023-11-28,1.0649327745948176,1.041351655805191
2023-11-29,1.0697226309150316,1.0454306764056713
2023-11-30,1.07246676072502,1.0536500963179944
2023-12-01,1.0851279611032312,1.0693888345599822
2023-12-04,1.0852952019784565,1.0693112695834848
2023-12-05,1.0797820245796628,1.060776692395434
2023-12-06,1.0812774287737392,1.0610293914607887
2023-12-07,1.097587179518813,1.066634561133911
2023-12-08,1.1002771345400306,1.070670612453728
2023-12-11,1.1137026557816785,1.0798426829489916
2023-12-12,1.1240129429701726,1.0820883790281348
2023-12-13,1.1369989126876094,1.1038968709251842
2023-12-14,1.1374406972542987,1.117135803272636
2023-12-15,1.1312641641679941,1.1103359883576078
2023-12-18,1.132256895897574,1.1122373867640023
2023-12-19,1.1422873800612248,1.121257542031908
2023-12-20,1.1208879752016534,1.1027598847139792
2023-12-21,1.1383024644728374,1.1153878250892872
2023-12-22,1.1454070260729003,1.1183685215767019
2023-12-26,1.1523047607247558,1.1244825270991516
2023-12-27,1.1558418567250088,1.1264041799126832
2023-12-28,1.1594614136540282,1.1280703872360105
2023-12-29,1.157637045202072,1.1239433312536549
2024-01-02,1.150288984924759,1.1223882313908466
2024-01-03,1.128049766832776,1.1078336533698587
2024-01-04,1.129275447299784,1.1069693014477353
2024-01-05,1.1307892063758325,1.1092546263882437
2024-01-08,1.1474576521521584,1.1219612254264297
2024-01-09,1.1470428252874423,1.1168378890635846
2024-01-10,1.1553567359250363,1.1187525334718027
2024-01-11,1.1505108343768309,1.115813608109254
2024-01-12,1.1557491580873995,1.1150238983549352
2024-01-16,1.1597360917286585,1.1079660001811085
2024-01-17,1.153365963851811,1.1000094269877594
2024-01-18,1.1617276236922864,1.105769312465002
2024-01-19,1.177416464023734,1.1156509117044808
2024-01-22,1.175007663260582,1.121088870829862
2024-01-23,1.1623244689051422,1.1213334634904604
2024-01-24,1.1561661142119457,1.1152261858069445
2024-01-25,1.1730095873277329,1.1253381870448276
2024-01-26,1.1693512963496777,1.1262691949926893
2024-01-29,1.1777839365157545,1.1342954504780849
2024-01-30,1.1713070068873626,1.1351982456584144
2024-01-31,1.1522086612068976,1.1214385837894376
2024-02-01,1.1614641445554759,1.1347829582860895
2024-02-02,1.1634538804990449,1.1346390417714058
2024-02-05,1.1520959515695017,1.124434572096446
2024-02-06,1.1520905922682567,1.1320330230893312
2024-02-07,1.1583904661368625,1.13731633345808
2024-02-08,1.1558594602324241,1.1407803113544597
2024-02-09,1.1614686204814324,1.1438683018165685
2024-02-12,1.162699886654574,1.150129080182224
2024-02-13,1.1437218599969394,1.1318552690404897
2024-02-14,1.1600044584339466,1.1440029421848115
2024-02-15,1.1695331608108532,1.1580980365149682
2024-02-16,1.1553983362278164,1.1529747831666304
2024-02-20,1.1453641600227384,1.148456585204835
2024-02-21,1.1471785275359818,1.151253263062088
2024-02-22,1.159864148395377,1.1654875837315033
2024-02-23,1.1657603714437403,1.169420203469933
2024-02-26,1.161206069013689,1.1653513585090023
2024-02-27,1.1617436581310647,1.1717166981567597
2024-02-28,1.164560385982089,1.172601927340589
2024-02-29,1.1757436643131556,1.1795459516231188
2024-03-01,1.1922263806867792,1.1870292944420149
2024-03-04,1.2022027332174097,1.1912114797478148
2024-03-05,1.1980561309991855,1.1841473377908585
2024-03-06,1.2092618059595133,1.192758503412474
2024-03-07,1.221287225655473,1.2010736562186
2024-03-08,1.2138978840194843,1.1998414693990567
2024-03-11,1.2103279613987228,1.2011771575489139
2024-03-12,1.2245181173694897,1.2048818394866612
2024-03-13,1.2233880137175983,1.2062890874785286
2024-03-14,1.2087327339260718,1.195951475778278
2024-03-15,1.193751773885999,1.1936396487262024
2024-03-18,1.1914223074126709,1.1973209172991541
2024-03-19,1.1986281544538002,1.2038860276465446
2024-03-20,1.1989514951160474,1.2152267443086764
2024-03-21,1.1918574183282626,1.2238998668578511
2024-03-22,1.1861927073716834,1.2163653471735019
2024-03-25,1.182636083687114,1.2148910868746412
2024-03-26,1.1830875732009243,1.2132639652139552
2024-03-27,1.1992133111872378,1.2311212531812796
2024-03-28,1.2092802358572092,1.2356479154182527
2024-04-01,1.2124284776577035,1.2293033515790983
2024-04-02,1.2021249115715318,1.2185445156453993
2024-04-03,1.1995802871043064,1.220422359696179
2024-04-04,1.171987386846283,1.2071334840179153
2024-04-05,1.182838220116395,1.2161970695714028
2024-04-08,1.1827136462609706,1.2193680137682923
2024-04-09,1.1883827338562316,1.2224869576918247
2024-04-10,1.1711224639180786,1.2036251045995008
2024-04-11,1.1708255994194534,1.2031471970732408
2024-04-12,1.144632086223417,1.1850452511322356
2024-04-15,1.133244449065217,1.1734403952635903
2024-04-16,1.1338557297559488,1.1680932424357726
2024-04-17,1.1256889783355615,1.1656225300129925
2024-04-18,1.1273904678835374,1.1648072217954735
2024-04-19,1.127422743649687,1.1671185810859994
2024-04-22,1.1353602669765306,1.176725674363111
2024-04-23,1.1505703230057922,1.1888081098382848
2024-04-24,1.1465827122472636,1.190443936746175
2024-04-25,1.1356483830561652,1.1878013964265681
2024-04-26,1.1370315853486987,1.1907337479050586
2024-04-29,1.1467161334655411,1.198826225123336
2024-04-30,1.1429777209975778,1.1811113443573358
2024-05-01,1.1398329977106274,1.1773470703046771
2024-05-02,1.1449234318172568,1.186609220608006
2024-05-03,1.1544420443326426,1.1951023600865665
2024-05-06,1.1648874026037905,1.2060383748806205
2024-05-07,1.1648334701194594,1.2086388682047329
2024-05-08,1.16710453982951,1.2081449341223238
2024-05-09,1.1712142301681265,1.2189759953896444
2024-05-10,1.1772998254363243,1.220706244900333
2024-05-13,1.1759384505292496,1.2192702477806059
2024-05-14,1.1819303270915622,1.224845695866543
2024-05-15,1.202552359850621,1.2361769697816776
2024-05-16,1.2072057876475144,1.2338394462841353
2024-05-17,1.210563624651331,1.2363026876001084
2024-05-20,1.2102295716182558,1.2365257865878536
2024-05-21,1.2019492065088409,1.2357948031090258
2024-05-22,1.200171458676927,1.2311130281268663
2024-05-23,1.1860922281899906,1.2142385164911917
2024-05-24,1.1899513241751494,1.2227168706038083
2024-05-28,1.1839834461284078,1.214075541599233
2024-05-29,1.1698827672387362,1.2011225783136603
2024-05-30,1.1577921473232962,1.2053316956788276
2024-05-31,1.1659080798314658,1.2195067677450564
2024-06-03,1.1545686235963994,1.213637680979887
2024-06-04,1.1533500290976941,1.2110584127546995
2024-06-05,1.1696471113242695,1.2195841423907559
2024-06-06,1.1681618822723168,1.216777798365411
2024-06-07,1.1750864028861627,1.2128421544661796
2024-06-10,1.1727703848325677,1.2172175248830317
2024-06-11,1.1661108887897422,1.2126594192321007
2024-06-12,1.163763325756724,1.2197218262150737
2024-06-13,1.1578448591053987,1.2163708676314187
2024-06-14,1.1729837508996817,1.208965858413393
2024-06-17,1.171929444450182,1.2178465697583536
2024-06-18,1.1775153560465639,1.2214232258524254
2024-06-20,1.1942800794408646,1.222664552013007
2024-06-21,1.1942590798309687,1.2241162410176833
2024-06-24,1.1990724431521647,1.2296739739905687
2024-06-25,1.1938156361369683,1.2226551460522561
2024-06-26,1.1869019564542849,1.2174766989451777
2024-06-27,1.190605640859286,1.2198748294811752
2024-06-28,1.1837662594028553,1.2197508690438525
2024-07-01,1.1720921784010119,1.21156824882261
2024-07-02,1.178117021644956,1.21664390790693
2024-07-03,1.179093546606756,1.2182348702964483
2024-07-05,1.1862169493254828,1.217393498024893
2024-07-08,1.188293299025519,1.2192694167586295
2024-07-09,1.181937571622092,1.2172480419352047
2024-07-10,1.1973897139952485,1.2276199356567534
2024-07-11,1.2163841918246399,1.2409690689227861
2024-07-12,1.2285377803058295,1.2511471420521059
2024-07-15,1.2162515950150352,1.2534224087261479
2024-07-16,1.234241492900524,1.2742852525922643
2024-07-17,1.2200604408612055,1.2673025380088763
2024-07-18,1.2066301112281153,1.256167458952449
2024-07-19,1.2024024564586906,1.2492634510890477
2024-07-22,1.2192210669235357,1.2606356593435826
2024-07-23,1.2010869680905019,1.2566913322993034
2024-07-24,1.1958921871371184,1.2395059908614559
2024-07-25,1.1964617300709663,1.2394837079092944
2024-07-26,1.2366319097648522,1.257099636829331
2024-07-29,1.2297750249459145,1.2590008650869375
2024-07-30,1.239772237147526,1.2629972461969543
2024-07-31,1.2525251784568263,1.2714685623019293
2024-08-01,1.2548341247080497,1.2574960908975223
2024-08-02,1.2360775743889931,1.2342506564268947
2024-08-05,1.2102439146589188,1.2048950422466924
2024-08-06,1.2161775424503667,1.218891620694943
2024-08-07,1.2098103122752548,1.2092919402510813
2024-08-08,1.2307281817829068,1.2341795769682562
2024-08-09,1.2281297044013217,1.2376388375323062
2024-08-12,1.2238280540913926,1.2321264179935214
2024-08-13,1.2386611340932152,1.247334975257776
2024-08-14,1.2436130060064667,1.250762932548473
2024-08-15,1.2641687210403454,1.268834179592266
2024-08-16,1.26787448179115,1.2719390675685427
2024-08-19,1.2832493856931626,1.2818597847293116
2024-08-20,1.2822386053685626,1.2765234596470825
2024-08-21,1.2933100233745503,1.2863684294623414
2024-08-22,1.2866268848265665,1.2816044932468316
2024-08-23,1.3000175466484325,1.2986056780826596
2024-08-26,1.2976852742328628,1.2976441329436936
2024-08-27,1.2964933944064907,1.2980601184305984
2024-08-28,1.2899289914431893,1.2932422259458058
2024-08-29,1.2964534260590836,1.2976217288862881
2024-08-30,1.3068130074724658,1.3084713307018714
2024-09-03,1.2827073342676432,1.2892223410726633
2024-09-04,1.2896181948731653,1.2876051514079456
2024-09-05,1.2758634315853725,1.2796885526750397
2024-09-06,1.2590729554904363,1.2642032441531572
2024-09-09,1.272569396298698,1.2779866740794072
2024-09-10,1.286369918769286,1.2790291908431417
2024-09-11,1.3015798711957098,1.283065861205883
2024-09-12,1.3072983369782365,1.291104801543842
2024-09-13,1.3038318702822806,1.3041098716369177
2024-09-16,1.314366273508944,1.3132287081845488
2024-09-17,1.3054585664445424,1.3161342049022509
2024-09-18,1.2977539874446178,1.3139265350191367
2024-09-19,1.3107748857007635,1.3293619699394816
2024-09-20,1.305925204819735,1.326524442990339
2024-09-23,1.3183909801775084,1.333160111927951
2024-09-24,1.3207410232297836,1.3349943973415306
2024-09-25,1.3197989904031948,1.3267860799534716
2024-09-26,1.3477299051055527,1.3373334621544564
2024-09-27,1.3492490517481794,1.3419402306765575
2024-09-30,1.3549175255999852,1.344085274143414
2024-10-01,1.3458826558084138,1.3368809751357043
2024-10-02,1.3447194736978834,1.3356945237672584
2024-10-03,1.3368045061066456,1.3300313706882527
2024-10-04,1.345591192580251,1.3405985696846403
2024-10-07,1.3327641965650434,1.3294703700529409
2024-10-08,1.3340303882151552,1.3347710183408057
2024-10-09,1.3338909743063219,1.3443560486643231
2024-10-10,1.3218931392268092,1.3395100079302844
2024-10-11,1.318978771593916,1.3531894849193407
2024-10-14,1.3306420585219698,1.3624682977976001
2024-10-15,1.3195867874384768,1.3571257988159273
2024-10-16,1.318595719560331,1.3660330608699291
2024-10-17,1.308296134813446,1.3634701078171663
2024-10-18,1.3119483494641448,1.3680611741683117
2024-10-21,1.3033238437214674,1.3575461380501002
2024-10-22,1.2890167807467814,1.3522739392131087
2024-10-23,1.2808328572445382,1.3478909205639797
2024-10-24,1.274659819967073,1.3482448538906004
2024-10-25,1.2665364242102781,1.3417293802299899
2024-10-28,1.2779464780928742,1.348971941974159
2024-10-29,1.2777548533296283,1.3456776390971326
2024-10-30,1.2652002251044507,1.3443614511397777
2024-10-31,1.252191675669507,1.33030649774631
2024-11-01,1.2505534747700338,1.3304727236575924
2024-11-04,1.2505737818703537,1.3323094201304515
2024-11-05,1.2603534788762973,1.3495686804003062
2024-11-06,1.2691992465625974,1.3812293485850689
2024-11-07,1.2662853826608629,1.3847640305839795
2024-11-08,1.2591868208485804,1.3932991543032351
2024-11-11,1.2479477688319127,1.4018019400164359
2024-11-12,1.2389812782726235,1.3922543011602344
2024-11-13,1.2415892018657053,1.3916603103978116
2024-11-14,1.236036942088647,1.3810627500410466
2024-11-15,1.216570766580294,1.3714006799480092
2024-11-18,1.2203493088568764,1.3790982079487957
2024-11-19,1.2159598201174469,1.3775139647898507
2024-11-20,1.2135144829128413,1.3824050065077687
2024-11-21,1.2264640453973268,1.4002465050608546
2024-11-22,1.2348282787110147,1.412028805659162
2024-11-25,1.2480652103923244,1.4245277460553556
2024-11-26,1.2452588424763151,1.4247747932622585
2024-11-27,1.2507314977044905,1.4235049389708636
2024-11-29,1.2537905387614716,1.4275262212322968
2024-12-02,1.2530932065163314,1.4247879561638028
2024-12-03,1.2414262821816011,1.4200846919099028
2024-12-04,1.2502323589099127,1.4209911648310307
2024-12-05,1.245169876168228,1.4134470169683462
2024-12-06,1.2477381364211404,1.413027277927011
2024-12-09,1.2443547380707052,1.4057215131180973
2024-12-10,1.2368637776305333,1.39591533145563
2024-12-11,1.236517498686678,1.3978445075043209
2024-12-12,1.2165062209616615,1.393065171858286
2024-12-13,1.2067941449851047,1.3882631895075515
2024-12-16,1.1977425423983894,1.3836332797440518
2024-12-17,1.1899997455712352,1.3739031272252211
2024-12-18,1.1619465742642268,1.3331908956232463
2024-12-19,1.167507444671917,1.3276241884050815
2024-12-20,1.1837943323450295,1.3461194603934645
2024-12-23,1.188687608510729,1.3485844580837292
2024-12-24,1.196490611061749,1.3596760287725924
2024-12-26,1.1948690286349448,1.360921032629713
2024-12-27,1.188399726680453,1.3507737461421527
2024-12-30,1.1768494341332627,1.337746020706076
